413
21 21 21 21 21 21 21 21 21 16 21 6 16 21 21 6 16 21 6 16 21 6 16 21 21 6 16 21 21 6 16 21 6 16 21 6 16 21 6 16 21 21 6 16 21 6 16 21 6 16 21 6 16 7 7 7 7 5 11 10 7 11 10 11 10 7 11 10 11 7 3 3 5 11 10 6 8 13 17 19 15 11 3 3 5 11 10 6 8 13 17 19 7 15 11 7 3 3 5 11 10 8 6 13 17 19 15 11 3 3 5 11 10 8 6 13 17 19 7 15 11 6 8 13 3 3 5 17 19 15 11 6 8 13 3 3 5 17 19 7 15 11 8 6 13 3 3 5 17 19 15 11 8 6 13 3 3 5 17 19 7 15 11 7 3 3 5 11 10 6 8 13 17 19 15 11 3 3 5 11 10 6 8 13 17 19 7 15 11 7 11 10 8 6 13 3 3 5 17 19 15 11 7 11 10 8 6 13 3 3 5 17 19 15 11 11 10 8 6 13 3 3 5 17 19 7 15 11 21 21 6 11 10 8 6 13 3 3 5 17 19 7 15 11 3 3 5 11 10 6 8 13 17 16 21 21 6 19 15 11 3 3 5 11 10 6 8 13 17 21 16 21 6 19 15 11 3 3 5 11 10 6 8 13 17 21 16 21 6 19 7 15 11 3 3 5 11 10 6 8 13 17 16 21 21 6 19 7 15 11 7 21 16 21 6 11 10 8 6 13 3 3 5 17 19 15 11 7 21 16 21 6 11 10 8 6 13 3 3 5 17 19 15 11 3 3 5 11 10 6 8 13 17 16 21 21 6 19 15 11 3 3 5 11 10 6 8 13 17 16 21 21 6 19 15 11 3 3 5 11 10 6 8 13 17 16 21 21 6 19 7 15 11 3 3 5 11 10 6 8 13 17 16 21 21 6 19 7 15 11 16 21 21
100
0 14 0 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 13 4 9 11 3 8 19 4 15 15 4 11 8 18 4 14 13 3 10 20 4 15 16 3 13 0 4 0 0 1 6 7 0 2 2 1 1 0 3 4 9 4 2 0 2 1 1 2 0 2 0 0 8 8 1 0 1 1 1 2 0 2 1 1 0 1 9 0 2 0 2 1 1 0 3 3 1 1 1 10 2 0 2 2 2 1 1 0 7 9 0 9 8 3 0 3 0 1 1 2 2 2 10 3 1 2 0 1 1 1 5 0 5 4 2 0 7 1 2 3 10 9 9 2 0 3 3 0 2 2 1 5 0 5 6 3 2 1 3 2 2 0 2 7 10 8 2 6 2 1 3 1 1 1 2 6 9 0 1 1 6 0 1 1 1 1 0 1 2 3 8 0 0 6 0 4 3 2 0 7 1 2 3 10 8 8 4 4 3 3 0 8 2 1 3 11 10 0 10 1 0 12 4 9 9 5 0 10 0 2 2 12 10 0 10 9 0 1 1 8 8 4 0 4 3 8 0 9 4 7 7 6 2 1 3 4 3 0 3 8 11 0 5 4 2 11 11 1 2 0 2 2 2 0 1 6 8 0 2 3 1 9 0 9 10 1 0 1 4 3 0 1 6 7 2 0 3 2 0 2 2 1 2 0 1 0 0 5 5 2 0 7 0 2 2 9 11 9 10 0 0 0 1 1 4 3 1 0 6 0 1 1 7 8 8 9 2 0 2 7 6 0 2 7 9 0 0 0 0 11 12 5 0 0 0 8 8 3 0 3 3 0 0 0 0 3 3 9 1 0 1 8 8 3 0 3 2 0 0 0 0 2 0 2 0 2 0 2 10 0 2 0 2 0 0 0 2 0 0 4 8 10 2 0 2
0 0 0 0 11 0 0 5 7 11 18 4 14 0 13 4 9 14 5 9 10 4 6 0 6 3 3 0 4 2 2 3 1 2 14 4 10 12 4 8 9 16 4 12 12 5 7 7 3 4 4 2 2 0 0 5 0 0 1 2 0 5 6 10 1 2 1 2 0 4 2 0 2 5 6 0 3 8 10 8 9 9 1 0 1 10 1 3 1 2 1 5 0 5 3 0 2 1 3 0 9 4 0 9 12 9 9 1 2 0 2 5 6 3 0 8 10 8 0 8 0 0 1 6 0 2 2 8 0 2 2 1 1 0 0 2 2 7 0 0 0 2 3 0 8 0 2 2 10 11 11 9 1 1 0 0 1 1 6 3 4 2 0 4 2 0 2 2 3 0 2 7 9 0 8 10 2 0 2 10 1 2 1 1 6 3 0 3 2 0 4 5 3 0 8 0 2 2 10 0 0 2 0 2 3 2 0 7 0 2 2 9 8 8 1 10 1 1 2 1 2 0 2 6 1 4 0 1 0 0 0 5 6 4 0 9 0 2 2 11 13 1 12 7 0 1 1 10 1 3 0 3 2 0 0 0 0 2 2 9 1 0 1 1 2 1 1 0 6 4 0 2 1 0 9 7 1 0 1 1 2 1 0 1 0 0 1 2 1 1 0 1 8 1 0 1 10 1 3 0 3 2 1 0 1 0 2 4 1 9 1 0 1 2 1 7 9 4 0 9 0 1 1 10 11 10 5 2 0 1 3 1 1 2 0 2 2 0 0 0 2 3 5 0 2 0 2 1 2 0 1 6 8 2 0 3 2 8 8 10 1 0 1 1 2 1 1 0 6 1 0 2 1 0 0 10 2 0 2 10 1 3 1 2 0 1 0 1 0 0 4 8 9 1 0 1 3 4 5 0 5 4 1 0 0 0 4 2 6 4 0 11 11
0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 7 3 4 4 2 2 0 0 0 0 0 2 1 1 2 1 1 1 0 1 1 0 1 0 2 1 1 0 0 0 2 1 1 3 1 2 4 0 4 0 2 2 0 5 2 0 10 7 1 9 5 0 4 2 0 2 1 8 3 0 3 1 1 0 0 2 0 2 10 7 3 0 3 1 1 0 1 1 0 1 0 1 1 8 0 2 2 1 4 4 6 2 1 3 10 7 0 3 3 0 2 0 2 6 0 3 8 1 2 3 11 13 12 0 3 0 3 0 2 2 1 2 1 3 3 1 1 0 1 2 3 8 9 11 10 0 2 2 0 2 2 0 0 0 0 10 0 2 0 2 10 7 4 0 4 2 2 2 1 2 0 2 7 3 0 2 7 9 10 0 10 9 6 3 4 0 4 4 0 1 1 3 3 0 9 5 5 2 1 1 0 0 1 1 6 0 9 7 10 7 0 3 3 1 0 1 2 3 5 1 8 0 2 1 1 8 0 3 3 0 1 1 2 3 0 3 0 0 2 2 10 7 3 0 3 1 1 0 0 0 1 1 1 2 0 2 1 8 2 0 2 0 9 0 8 3 3 2 3 2 1 3 9 3 0 2 7 10 0 5 5 3 9 4 10 0 2 0 2 4 1 2 1 1 6 2 2 3 1 0 3 3 3 0 17 2 18 5 2 0 1 1 0 1 2 3 8 2 2 6 0 0 13 12 4 1 8 1 1 0 1 2 3 8 1 1 6 2 1 3 2 0 1 1 0 8 8 0 7 2 8 8 4 2 1 3 2 0 1 1 0 8 5 0 5 2 8 9 2 2 0 2 9 5 0 3 8 10 3 0 4 2 10 5 12 8 1 0 1 2 0 2 0 2 1 2 0 4 2 3 0 3 0 2 1 20
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0 0 1 1 0 1 0 1 1 0 1 2 1 1 0 0 0 0 0 0 0 1 0 1 1 1 0 0 1 0 0 3 1 0 0 8 7 2 1 2 2 1 10 0 2 0 2 8 7 4 0 4 2 2 2 1 2 0 2 6 4 4 0 4 2 2 0 2 3 0 2 1 3 10 8 0 3 3 0 0 0 3 2 1 3 1 0 1 1 0 8 9 4 10 0 2 1 1 0 2 2 6 0 2 2 1 1 0 0 2 2 7 8 0 8 1 0 2 2 0 2 2 0 0 0 1 1 1 0 0 2 2 7 9 4 10 9 0 1 0 1 10 8 3 0 3 2 3 3 1 2 0 2 1 0 2 1 1 6 8 6 11 8 6 4 2 1 1 0 0 1 1 6 8 11 5 0 8 7 0 4 4 0 0 0 4 4 4 10 6 4 0 3 3 1 0 1 2 3 4 2 1 12 0 0 8 7 0 2 2 0 2 2 0 0 0 0 1 0 2 2 0 9 0 5 10 12 0 4 4 2 12 12 7 1 0 1 10 8 4 0 4 3 0 2 1 1 4 4 0 2 0 2 1 0 2 0 2 0 20 0 20 4 4 1 5 6 2 1 3 2 1 0 1 6 9 15 0 15 5 1 0 1 6 2 0 10 9 4 10 8 1 2 1 1 2 3 7 2 4 6 0 0 5 5 2 8 7 0 3 3 1 2 3 0 2 2 6 2 1 3 3 4 3 0 3 0 3 0 3 1 1 2 6 2 1 3 10 8 2 1 1 7 2 0 0 0 9 9 3 2 1 3 0 9 0 6 11 14 0 0 1 0 16 2 14 7 1 0 1 10 8 5 0 5 4 1 0 1 0 4 2 6 2 1 0 2
0 5 0 0 0 0 0 0 0 0 1 0 1 0 2 1 1 2 1 1 2 1 1 4 7 3 4 0 3 2 1 0 0 0 2 1 1 1 0 1 0 2 1 1 1 0 1 7 3 4 2 0 2 0 4 1 1 3 8 8 0 7 5 5 3 0 2 1 0 1 2 0 2 10 8 3 0 3 1 1 2 2 2 0 2 6 4 3 0 3 1 2 0 2 4 1 2 1 3 10 8 0 3 3 0 1 2 6 2 1 3 1 0 1 1 0 8 9 4 10 2 1 1 0 0 2 2 7 1 1 3 0 2 7 1 2 3 10 10 1 9 1 2 0 7 0 2 2 9 11 11 8 0 4 4 0 1 1 3 4 4 3 0 0 2 0 2 6 4 5 0 5 3 3 3 3 2 1 3 1 0 1 1 0 8 9 0 9 1 3 1 0 1 2 1 0 2 2 6 8 2 3 0 1 0 1 1 0 1 2 3 8 0 0 3 4 2 2 0 7 2 1 3 10 12 0 12 9 0 3 2 7 5 2 0 7 0 1 1 8 8 1 0 9 0 1 1 8 7 4 0 4 3 1 0 2 1 4 5 3 2 1 3 8 7 3 0 3 0 10 1 12 4 4 5 6 2 1 3 10 8 2 1 1 7 0 8 7 3 1 1 2 6 2 1 3 10 8 3 1 2 6 4 0 5 2 1 1 2 6 5 0 3 3 1 4 2 2 0 7 1 2 3 10 11 13 10 0 0 2 2 1 4 2 1 1 0 0 2 2 7 8 8 9 1 0 1 1 0 2 0 2 1 1 0 1 0 1 0 9 1 0 1 7 5 0 2 7 8 1 0 2 1 9 9 7 1 0 1 10 8 3 0 3 2 1 17 16 3 5 0 5 1 2 0 2 1 0 2 1 1 6 13 0 13 4 3 4 2 3 9 0 10
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 2 1 1 0 1 0 1 0 1 0 1 2 1 1 0 0 0 1 0 1 0 0 0 0 3 1 2 2 0 2 2 1 1 0 4 4 1 3 8 7 1 1 0 0 9 0 9 6 0 1 2 0 2 8 7 4 0 4 2 2 3 3 2 1 3 5 3 0 2 7 10 12 0 12 9 4 1 0 1 1 0 0 3 3 2 2 1 10 2 0 2 3 4 0 5 5 3 4 4 3 2 0 5 10 0 2 2 12 14 14 5 0 2 7 0 1 1 8 10 4 11 5 0 2 2 0 1 1 1 2 3 9 0 4 4 0 1 1 3 3 0 3 1 0 2 0 2 10 8 3 0 3 1 1 1 2 2 0 2 1 0 2 1 1 6 8 0 8 1 1 4 2 1 0 6 0 2 2 8 9 8 0 0 7 5 2 0 7 0 2 2 9 11 11 7 4 2 0 1 1 1 0 1 0 1 6 9 5 0 1 0 2 1 0 3 3 0 0 0 3 3 0 3 10 0 2 2 2 1 3 1 2 0 1 0 2 1 1 2 1 2 0 2 2 1 2 1 1 6 0 1 0 0 8 9 10 2 0 2 2 1 2 0 2 0 0 0 1 0 0 0 0 10 2 0 2 2 1 2 1 1 6 1 0 4 2 1 0 1 0 0 0 2 0 0 10 8 0 4 4 0 2 2 2 2 2 2 4 0 0 0 0 2 1 1 1 0 0 2 2 7 9 10 10 2 0 2 5 3 0 2 7 9 0 0 1 0 11 12 5 0 0 0 3 4 5 0 5 5 1 0 1 0 5 5 0 2 0 2 1 0 2 0 2 0 1 0 0 0 0 4 8 10 2 0 2 8 7 4 0 4 2 0 17 18 4 6 4 5 4 14 0 14
0 0 0 0 0 0 0 12 0 0 0 0 0 13 12 4 8 8 3 5 6 3 3 0 5 2 3 0 3 1 2 2 1 1 1 1 0 1 0 1 0 2 1 1 1 1 0 0 0 0 1 0 1 2 0 1 5 2 10 7 2 0 6 2 0 1 10 7 10 0 1 0 1 4 1 2 0 2 1 1 1 0 2 0 2 1 8 2 0 2 0 4 0 4 4 0 2 1 3 8 7 0 2 2 6 2 2 6 2 1 3 4 1 2 1 6 9 8 0 8 4 2 0 2 1 2 3 6 1 2 6 1 1 0 1 2 3 8 9 4 10 2 3 0 8 0 2 2 10 11 9 0 0 4 4 0 2 2 2 3 2 5 6 0 2 1 3 4 1 1 1 0 8 10 10 2 2 0 2 4 1 1 1 0 7 8 1 0 2 1 10 7 0 2 2 0 2 2 0 1 2 4 0 8 7 0 2 2 1 2 3 6 8 8 3 0 5 3 0 8 2 1 3 11 13 4 14 7 0 2 1 2 0 0 2 2 0 1 1 1 2 0 2 9 0 1 1 8 7 4 0 4 3 1 0 0 0 3 1 10 2 0 2 8 7 3 0 3 1 0 0 0 0 1 2 1 2 0 2 1 8 2 0 2 0 0 0 2 1 1 0 1 2 2 0 2 10 7 3 0 3 1 1 0 0 0 1 0 1 3 0 11 0 11 4 3 4 0 4 4 1 2 3 1 5 5 6 2 0 7 7 3 10 7 0 1 1 1 2 3 7 1 3 6 2 1 3 10 7 3 0 3 0 4 14 18 5 5 5 6 2 1 3 3 4 2 0 2 6 13 0 13 5 4 6 6 2 1 3 2 0 1 1 0 8 8 4 12 4 1 4 0 6 2 1 3 10 7 2 0 2 6 8 4 11 4 3 0 3 6 7 0 8
0 0 0 0 0 0 12 0 0 0 1 1 0 0 1 0 1 0 0 0 2 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 2 1 1 0 0 0 2 1 1 0 4 10 7 1 0 5 7 2 0 1 7 9 0 2 0 2 10 7 5 0 5 3 4 4 2 2 0 2 10 7 2 0 2 0 0 1 1 3 1 2 1 3 5 1 1 1 0 8 10 9 1 2 0 2 7 2 1 0 6 8 9 4 10 9 3 0 3 0 1 1 2 3 3 1 0 2 7 0 2 2 9 11 0 11 8 1 0 6 0 1 1 7 9 8 7 0 4 4 0 1 1 3 3 4 2 9 4 1 0 1 0 5 0 2 7 8 10 11 5 0 0 0 7 2 2 0 2 2 2 4 1 8 0 4 0 0 3 3 0 1 1 2 2 2 10 0 6 4 0 3 3 0 1 1 2 3 3 2 4 0 1 2 1 2 0 2 6 8 0 8 1 16 15 5 2 8 0 3 3 0 2 2 1 6 5 4 6 1 2 3 1 7 2 0 2 6 10 0 9 3 2 2 6 2 1 3 1 7 3 0 3 0 0 6 6 3 3 4 6 2 1 3 10 7 2 0 2 6 0 3 4 2 1 0 1 6 2 1 3 8 4 3 0 3 0 2 0 2 1 1 1 2 6 0 0 1 1 0 7 2 2 0 7 1 2 3 10 12 12 0 0 0 1 0 0 8 4 0 4 4 0 2 2 2 2 2 2 2 0 2 2 8 2 0 2 0 0 0 0 0 0 1 3 2 1 3 2 8 3 0 3 0 0 0 0 0 0 2 6 2 1 3 7 2 0 2 7 10 0 0 0 0 12 1 11 1 2 0 2 10 7 2 0 2 0 0 0 0 0 0 0 0 1 0 0 2
